"Province","Rural.Urban","Education.Level.or.Type","Labour.Group","Gender","Indicators","Description","Value","Age"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",4.08,"5-9 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",15.48,"10-14 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.87,"10-14 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",12.6,"10-14 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"10-14 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",12.57,"10-14 years"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"10-14 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",4.64,"10-14 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",7.01,"10-14 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.91,"10-14 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",13.31,"15-19 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.47,"15-19 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",10.84,"15-19 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"15-19 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",10.82,"15-19 years"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"15-19 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.41,"15-19 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",2.78,"15-19 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",4.24,"15-19 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",2.69,"15-19 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.68,"15-19 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",9.82,"20-24 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.09,"20-24 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",7.73,"20-24 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"20-24 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",7.71,"20-24 years"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"20-24 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.28,"20-24 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.66,"20-24 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.51,"20-24 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.83,"20-24 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",1.61,"20-24 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.81,"20-24 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",7.56,"25-29 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.04,"25-29 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",5.53,"25-29 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"25-29 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",5.5,"25-29 years"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"25-29 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.21,"25-29 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.42,"25-29 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.17,"25-29 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.16,"25-29 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.62,"25-29 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.91,"25-29 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",6.36,"30-34 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.71,"30-34 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.65,"30-34 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"30-34 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",4.62,"30-34 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.15,"30-34 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",1.1,"30-34 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.03,"30-34 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",1.14,"30-34 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.54,"30-34 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.66,"30-34 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.81,"35-39 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.79,"35-39 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",4.02,"35-39 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"35-39 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",3.99,"35-39 years"
"Country-Wide","Urban & Rural","Incomplete Pre-Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.01,"35-39 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.14,"35-39 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.99,"35-39 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.84,"35-39 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.97,"35-39 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.46,"35-39 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.58,"35-39 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.18,"40-44 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",1.84,"40-44 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",3.34,"40-44 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.02,"40-44 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",3.32,"40-44 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.14,"40-44 years"
"Country-Wide","Urban & Rural","Incomplete Middle","Unknown","Male","Education Attainment","Education level by Age Group",0.84,"40-44 years"
"Country-Wide","Urban & Rural","Incomplete Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.58,"40-44 years"
"Country-Wide","Urban & Rural","Incomplete Higher Secondary","Unknown","Male","Education Attainment","Education level by Age Group",0.8,"40-44 years"
"Country-Wide","Urban & Rural","Incomplete Degree","Unknown","Male","Education Attainment","Education level by Age Group",0.39,"40-44 years"
"Country-Wide","Urban & Rural","Undergraduate; Graduate & Postgraduate","Unknown","Male","Education Attainment","Education level by Age Group",0.56,"40-44 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Household Population","Percentage of Total Household Population",5.12,"45-49 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Illiterate Population","Illiterate Population by Age Group",2.07,"45-49 years"
"Country-Wide","Urban & Rural","Not Available","Unknown","Male","Literacy Rate","Literacy Rate by Age Group",3.05,"45-49 years"
"Country-Wide","Urban & Rural","Non-formal","Unknown","Male","Education Attainment","Education level by Age Group",0.03,"45-49 years"
"Country-Wide","Urban & Rural","Formal","Unknown","Male","Education Attainment","Education level by Age Group",3.02,"45-49 years"
"Country-Wide","Urban & Rural","Incomplete Primary","Unknown","Male","Education Attainment","Education level by Age Group",0.14,"45-49 years"
